Title,Location,Company,Salary,Advert Date
Junior Automation Engineer 1086,Cork,SimoTech,,3/3/2021
QA Engineer with Hindi,Cork,Globe Technical Services Ltd,,23/3/2021
Process Engineer,Cork,Milestone Solutions,,26/4/2021
Category Buyer,Cork,CareerWise Recruitment,,17/3/2021
Procurement Data Analyst,Cork,Life Science Recruitment,,6/3/2021
Clean Room Operator,Limerick,CareerWise Recruitment,,May 2021
S&E Specialist,Tipperary,MSD,,18/4/2021
Manufacturing Science Specialist,Limerick,CareerWise Recruitment,,26/4/2021
Microbiologist II,Cork,Morgan McKinley,,May 2021
Digital Marketing Executive,Cork,Berkley Recruitment Group,,April 2021
Security Database Administrator,Cork,Citco,,1/3/2021
QA Engineer with English - Canadian Market,Cork,Globe Technical Services Ltd,,28/4/2021
Process Specialist,"Dungarvan, County Waterford",GSK,,8/4/2021
Investment Manager,Cork,Lightsource Renewable Energy,,May 2021
QA Engineer with Dutch or Flemish,Cork,Globe Technical Services Ltd,,
HR Client Associate (Multilingual),Cork,CareerWise Recruitment,,17/5/2021
Biopharm Operation Analyst,"Dungarvan, County Waterford",Eurofins Ireland BPT,,19/5/2021
QC Analyst,Cork,Morgan McKinley,,March 2021
Senior Researcher in Electrochemical Nanosensor development...,Cork,Tyndall National Institute,,6/3/2021
"Consultant, Cloud Services",Cork,OpenText,,
Test Engineer (Hardware & Software),Cork,Apple,,9/5/2021
Assistant Technical Coordinator,Cork,Eurofins Ireland Food Testing,,19/3/2021
TPM02665 - Scientific Technical Specialist,Cork,Tandem Project Management Ltd.,,March 2021
Senior Scientist- Flow Cytometry,Limerick,EMEA - BD,,27/4/2021
Temp Process Science Assoc - Process Validation (Shift),Limerick,Regeneron,,
Business System Analyst/Desktop Support,"Shannon, County Clare",Edwards Lifesciences,,9/4/2021
Researcher in Energy Harvesting in Industry 4.0,Cork,Tyndall National Institute,,19/3/2021
Senior Logistics Planner,"Shannon, County Clare",Bristol-Myers Squibb,,27/3/2021
Technical Process Specialist,"Dungarvan, County Waterford",GSK,,8/3/2021
Research Associate,Limerick,Glass Lewis Europe Limited,€500 a week,27/5/2021
Supplier Quality Engineer,Cork,Stryker,,8/3/2021
Senior Data Scientist,Cork,Reperio Human Capital,"€70,000 - €80,000 a year",1/5/2021
Ihalts Autor,Cork,CareerWise Recruitment,,
QA Systems Associate,Cork,BioMarin,,3/3/2021
Environmental Engineer,Cork,VESI Environmental Ltd,,28/5/2021
EHS Specialist,Cork,CareerWise Recruitment,,7/5/2021
Manufacturing Process Specialist,Cork,Orion Group,,26/3/2021
Business Finance Analyst,Limerick,Cook Group,,
QC Stability Analyst,Cork,Morgan McKinley,,18/4/2021
Sourcing Manager,Cork,BioMarin,,13/3/2021
Business Intelligence Senior Analyst,Cork,Eli Lilly,,1/4/2021
Network Software Engineer,Cork,Dell,,3/4/2021
Quality Specialist,"Dungarvan, County Waterford",Eurofins Ireland BPT,,5/3/2021
Production Operator,Limerick,CareerWise Recruitment,,May 2021
Manufacturing Process Specialist - Contract,Cork,Morgan McKinley,€30 - €40 an hour,11/4/2021
Project Manager - New Product Introduction,Cork,Stryker,,25/3/2021
Temp Process Sciences Assoc - Cell Culture,Limerick,Regeneron,,5/3/2021
Financial Instruments Analyst,Limerick,Willis Towers Watson,,18/4/2021
Lean Consultant,Cork,CareerWise Recruitment,,24/3/2021
HR Associate,Cork,CareerWise Recruitment,,
Associate QA Specialist - Batch Release,Limerick,Regeneron,,1/5/2021
Experienced Electricians - LImerick- Permanent Position,Limerick,Kirby Group Engineering,,March 2021
Senior Microbiologist - Model Farm Rd,Cork,Stryker,,17/5/2021
User Interface Engineer,Limerick,ChannelAdvisor Corporation,,26/5/2021
Automation Engineer,Limerick,Independant solutions,,18/5/2021
Temp QC Analyst Raw Materials,Limerick,Regeneron,,May 2021
"Research Scientist, III-N Epitaxy",Cork,Facebook,,10/5/2021
Norwegian Content Review,Cork,CareerWise Recruitment,,30/5/2021
"Research Scientist, Advanced Optical Characterisation",Cork,Facebook,,
Software Engineer,Limerick,ChannelAdvisor Corporation,,2/4/2021
Senior Development Chemist,Tipperary,MSD,,24/5/2021
A Marie Sklodowska-Curie COFUND Postdoctoral Fellowship,Limerick,University of Limerick,,27/3/2021
"Senior Associate Scientist, MSAT Purification",Cork,BioMarin,,21/4/2021
SSRS Developer,Limerick,Kneat,,27/4/2021
Researcher - Electrochemical sensors for biochemical markers,Cork,Tyndall National Institute,,April 2021
Digital ASIC R&D Engineer,Cork,Qualcomm,,18/5/2021
"Senior Research Scientist, Machine Learning",Cork,United Technologies Research Center,,
"Senior Research Scientist, Computer Vision",Cork,United Technologies Research Center,,
Sr Mgr Document Control,Limerick,Regeneron,,19/3/2021
Inventory Analyst,Cork,CareerWise Recruitment,,4/5/2021
Test Automation III,Cork,Forcepoint,,March 2021
QA CMO Senior Associate,Cork,BioMarin,,May 2021
Process Scientist â€“ Manufacturing Support Process Validati...,Limerick,Regeneron,,March 2021
QA Engineer with Arabic,Cork,Globe Technical Services Ltd,,22/3/2021
Senior Environmental Engineer,Cork,RPS Group,,23/3/2021
Sustainability Life Cycle Assessment (LCA) Expert,Cork,Logitech,,30/5/2021
"Associate Director, Supply Chain Planning Department, Cork",Cork,Gilead Sciences,,13/4/2021
Danish Content Writer,Cork,CareerWise Recruitment,,March 2021
Dutch Content Writer,Cork,CareerWise Recruitment,,20/4/2021
Associate Director QRM,Limerick,Regeneron,,1/5/2021
QA Specialist,Cork,CareerWise Recruitment,,25/4/2021
Temp Associate Statistician,Limerick,Regeneron,,May 2021
Senior Merchandising Planner,Cork,Apple,,March 2021
Sr Database Administrator,Limerick,ACI Worldwide,,24/5/2021
Panel of Archivists and Records Managers,Limerick,DeeQue,,8/3/2021
Quality Technician Cork,Cork,FRS Recruitment,,April 2021
IS Solution Architect,"Carrigtwohill, County Cork",Stryker,,6/5/2021
Global Program Manager- Product Security,Cork,Johnson Controls,,8/4/2021
Web Developer,Cork,CareerWise Recruitment,,2/5/2021
"Research Scientist, III-V Epitaxy",Cork,Facebook,,May 2021
PhD-Development of smart sensor systems for on-farm,Cork,Tyndall National Institute,,
Assoc Dir QA Med Device/Combination Products,Limerick,Regeneron,,4/3/2021
Sr. Cyber Security Analyst -Application,Cork,McKesson,,29/4/2021
Localisation QA Engineer with French,Cork,Globe Technical Services Ltd,,2/4/2021
Staff Supplier Quality Auditor,Limerick,Johnson & Johnson Family of Companies,,3/3/2021
Software Engineer (Java) – Apple Online Store,Cork,Apple,,16/4/2021
Sourcing Specialist,Cork,CareerWise Recruitment,,29/4/2021
Product Quality Analyst,Cork,Orion Group,,10/4/2021
Contact Centre Agent I,Reigate,Darwin Rhodes,,25/4/2021
QA Specialist,Cork,Orion Group,,
Norwegian Content Reviewer,Cork,CareerWise Recruitment,,19/5/2021
Content Reviewer Slovak,Cork,CareerWise Recruitment,,10/3/2021
Marketing Manager,Cork,Compliance and Risks Ltd,,11/4/2021
Content Writer Greek,Cork,CareerWise Recruitment,,28/5/2021
Content Writer Danish,Cork,CareerWise Recruitment,,16/5/2021
Software Test Automation Engineer,Limerick,EMEA - BD,,April 2021
Temp QC External Lab Coordinator,Limerick,Regeneron,,2/4/2021
Sr API Platform Engineer,Cork,McKesson,,21/5/2021
Manufacturing Process Specialist,Cork,CareerWise Recruitment,,12/4/2021
Security Red-Team Engineers,Cork,Qualcomm,,5/4/2021
Regeneron Non-Employee Workforce Executive,Limerick,Morgan McKinley,,29/5/2021
HR Business Partner,Cork,CareerWise Recruitment,,25/4/2021
Production Supervisor,Cork,HERO Recruitment,,May 2021
Senior Developer,"Shannon, County Clare",AP Global Operations,,8/4/2021
Global Supplier Quality Technical Manager,Cork,BioMarin,,9/3/2021
Supplier Quality Engineer LIM (Temporary Fixed Term Contract...,Limerick,Stryker,,6/3/2021
PQV Combination Products Analyst,Cork,Life Science Recruitment,,15/4/2021
Associate Scientist,Cork,Life Science Recruitment,,April 2021
Executive Administrator,Cork,CareerWise Recruitment,,25/5/2021
OT Network Security Engineer,Cork,McKesson,,24/3/2021
Director Quality Control Support,Limerick,Regeneron,,May 2021
UVM Verification Engineer,Cork,CEVA,,April 2021
Head of Marketing,Cork,CareerWise Recruitment,,May 2021
Operations Director,Cork,HERO Recruitment,,6/5/2021
Site Reliability Engineer,Cork,Forcepoint,,5/4/2021
Principle Production Planner,Cork,CareerWise Recruitment,,7/5/2021
Business Development Executive- Europe,Limerick,CareerWise Recruitment,,24/5/2021
Software Solution Designer,Limerick,Optel Vision,,4/4/2021
Shift Supervisor,Cork,CareerWise Recruitment,,8/4/2021
Assoc Mgr/Mgr QA Validation,Limerick,Regeneron,,15/4/2021
HR Functional Support,Cork,CareerWise Recruitment,,19/3/2021
Senior Quality Engineer,Limerick,Johnson & Johnson Family of Companies,,7/5/2021
Process Scientist,Limerick,CareerWise Recruitment,,27/5/2021
Associate Scientist/Analyst,Cork,Orion Group,,11/3/2021
Key Acccount Manager,Cork,CareerWise Recruitment,,March 2021
Native Danish Content Reviewer,Cork,CareerWise Recruitment,,
Temp Process Sciences Associate - Process Monitoring,Limerick,Regeneron,,10/5/2021
Quality & Compliance Officer - FMCG,Cork,Morgan McKinley,,8/3/2021
Trial Capabilities Associate (Italian),Cork,CareerWise Recruitment,,13/5/2021
Lead Analyst,"Shanbally, County Cork",Eurofins Ireland PSS,,March 2021
Quality & Training Professional,Cork,Life Science Recruitment,,3/3/2021
Validation Engineer (Ireland),Cork,PACIV,,April 2021
Mgr Supply Chain â€“ Planning,Limerick,Regeneron,,May 2021
Accounts Receivable,Cork,CareerWise Recruitment,,5/4/2021
Research Associate (RA) Full-Time: English,Limerick,Glass Lewis Europe Limited,€500 a week,May 2021
Customer Services Coordinator,Cork,CareerWise Recruitment,,May 2021
Principal Engineer - Metals,"Carrigtwohill, County Cork",Stryker,,6/3/2021
Technical Sourcing Specialist,Cork,Morgan McKinley,,30/3/2021
Senior Microbiologist,Cork,Morgan McKinley,,
"Manufacturing Engineer, Cork, Ireland",Cork,ILC Dover,,
Associate Scientist,Cork,ScientificJobs.ie,,
Senior QC Analyst,Cork,Morgan McKinley,,30/4/2021
Associate Director Procurement- Specialty Chemical/Solvents...,Tipperary,MSD,,16/4/2021
FINANCIAL ANALYST,Limerick,CareerWise Recruitment,,
Global External Worker,Cork,CareerWise Recruitment,,4/5/2021
Applications Engineer - Wearable Smart Systems (HOLISTICS Pr...,Cork,Tyndall National Institute,"€41,675 - €51,357 a year",7/3/2021
Production Supervisor,Cork,CareerWise Recruitment,,4/4/2021
Accounts Assistant,Limerick,CareerWise Recruitment,,5/5/2021
Software Engineer II - Cloud,Cork,Forcepoint,,25/4/2021
Accounts Payable Assistant,Limerick,Orion Group,,1/3/2021
Process Sciences Team Lead,Cork,CareerWise Recruitment,,1/3/2021
IT Program Director,Cork,CareerWise Recruitment,,10/3/2021
Commercial Analyst,Cork,Morgan McKinley,,April 2021
Micro Lead Analyst - Kinsale,"Kinsale, County Cork",Eurofins Ireland PSS,,26/5/2021
Quality Assurance Specialist,Cork,CareerWise Recruitment,,20/3/2021
Medical Information Manager - French Hub,Cork,Eli Lilly,,April 2021
QA Engineer with French - Canadian Market,Cork,Globe Technical Services Ltd,,
Canadian QA Engineer,Cork,CareerWise Recruitment,,26/4/2021
QA Specialist,Cork,Life Science Recruitment,,8/4/2021
Sales Executive,Cork,CareerWise Recruitment,,7/3/2021
Process Sciences Team Lead,Cork,Sigmar Recruitment,"€70,000 - €80,000 a year",13/5/2021
Senior Materials Planner,Cork,Apple,,30/5/2021
Service Tech - Lab Equipment,Tipperary,FRS Recruitment,,27/5/2021
ASIC Physical Design Engineer,Cork,Qualcomm,,
IT Manager – 9 Month FTC,Cork,Eolas Recruitment,,8/5/2021
Quality Operations Specialist,"Dungarvan, County Waterford",Eurofins Ireland BPT,,April 2021
Production Planner,Tipperary,CareerWise Recruitment,,4/5/2021
Process Sciences Team Lead,Cork,HERO Recruitment,,May 2021
QA Validation Specialist - QC,Limerick,Regeneron,,May 2021
.Net Developer,Cork,CareerWise Recruitment,,22/3/2021
"Manager, Engineering Business Performance",Cork,Johnson & Johnson Family of Companies,,13/5/2021
"QA Specialists x 2 (Cork, 12M)",Cork,CareerWise Recruitment,,22/4/2021
Marketing Sourcing Associate,Cork,Life Science Recruitment,,0/5/2021
SAP Full Stack Developer (Hybrid Cloud),Cork,Deutsche Börse,,14/5/2021
Senior Supplier Management Engineer,Cork,Thermo Fisher Scientific,,11/5/2021
Accountant RtR,Cork,CareerWise Recruitment,,
Production Co-ordinator,Cork,CareerWise Recruitment,,13/5/2021
Process Engineer,Cork,Morgan McKinley,"€55,000 - €60,000 a year",March 2021
Senior Compliance Specialist- Sourcing,Limerick,Regeneron,,30/4/2021
Delta V Project Engineer (Ireland),Cork,PACIV,,26/3/2021
Director (Clinical Trials),Cork,CareerWise Recruitment,,April 2021
Hadoop Administrator,Cork,AccountableHR,,30/5/2021
Dutch QA Engineer,Cork,CareerWise Recruitment,,9/5/2021
Swedish QA Engineer,Cork,CareerWise Recruitment,,May 2021
Mechanical Design Engineer,"Carrigtwohill, County Cork",Stryker,,7/4/2021
Automation Project Manager 1077,Cork,SimoTech,,23/4/2021
Cyber Security (Network) Support Engineer (Spanish),Cork,Sophos,,0/3/2021
Waste & Sustainability Manager,Tipperary,Morgan McKinley,,March 2021
Cyber Security (Network) Support Engineer,Cork,Sophos,,10/3/2021
Cyber Security (Network) Support Engineer (Italian),Cork,Sophos,,March 2021
Project Manager,Limerick,AMCS Group,,
QA Validation Specialist,Limerick,Regeneron,,12/5/2021
Environmental Engineer/Ecologist (Flood Risk management),Cork,ByrneLooby,,8/5/2021
Web Application Security Engineer,Limerick,Kneat,,6/4/2021
Senior Quality Engineer (Ops Services),Limerick,Johnson & Johnson Family of Companies,,24/3/2021
Sr. Project Manager,Cork,Forcepoint,,10/5/2021
IT Systems Engineer,Limerick,AMCS Group,,10/3/2021
Country manager supply chain planning,Cork,EyeOn,,9/3/2021
Sr Mgr Supply Chain - Materials & Components Network,Limerick,Regeneron,,April 2021
Project Engineer,Limerick,CareerWise Recruitment,,22/5/2021
"Research Associate (RA) Full-Time: Spanish, Portuguese",Limerick,Glass Lewis Europe Limited,€500 a week,6/5/2021
Supply chain planning consultant Cork,Cork,EyeOn,,24/3/2021
Warehouse Supervisor,Cork,CareerWise Recruitment,,April 2021
Customer Experience New Associate- Turkish,Dublin,Darwin Rhodes,,31/3/2021
Quality Specialist,"Clonmel, County Tipperary",CK Group,€24.61 - €41.81 an hour,10/5/2021
Process Sciences Team Lead,Cork,Berkley Recruitment Group,,18/5/2021
FInance Manager,Cork,CareerWise Recruitment,,16/3/2021
Recruiter Cork,Cork,HERO Recruitment,,April 2021
Buyer/Planner,Limerick,Orion Group,,1/5/2021
Management Accountant,Cork,CareerWise Recruitment,,16/4/2021
Senior Automation Project Engineer 1060,Cork,SimoTech,,22/3/2021
Assistant Accountant,Limerick,CareerWise Recruitment,,15/4/2021
DevOps Engineer II,Cork,Forcepoint,,13/5/2021
Process Owner,Limerick,CareerWise Recruitment,,3/3/2021
"Sr. Staff Engineer, Value Engineering","Carrigtwohill, County Cork",Stryker,,April 2021
Training Leader,Cork,CareerWise Recruitment,,
"Senior Quality Engineer, Clonmel","Clonmel, County Tipperary",Boston Scientific Corporation,,14/4/2021
EHS Officer,Limerick,CareerWise Recruitment,,5/5/2021
Sr IT Risk Analyst,Limerick,Regeneron,,March 2021
Process Engineer,Cork,CareerWise Recruitment,,
R&D Sourcing Associate,Cork,Life Science Recruitment,,May 2021
Quality Control Specialist II,Tipperary,Morgan McKinley,,April 2021
Financial Consultant,Limerick,Collins McNicholas,,5/4/2021
QC Process Microbiologist,Cork,Life Science Recruitment,,May 2021
Accounts Payable,Cork,CareerWise Recruitment,,22/3/2021
QA Group Leader,Cork,CareerWise Recruitment,,9/3/2021
QA Manager,Cork,CareerWise Recruitment,,15/3/2021
Quality Engineer,Cork,Logiskills Group,"€55,000 - €60,000 a year",20/5/2021
NPI Engineer,Limerick,CareerWise Recruitment,,23/3/2021
Renewable Energy Engineer,Cork,CareerWise Recruitment,,March 2021
Document Control Co-ordinator,Limerick,CareerWise Recruitment,,May 2021
Compliance Specialist,Limerick,CareerWise Recruitment,,
Process & Technology Engineer - Membrane,Cork,Berkley Recruitment Group,,13/5/2021
Temp - Assoc/Specialist QA Validation - Review,Limerick,Regeneron,,March 2021
Quality Engineer,Cork,CareerWise Recruitment,,3/3/2021
Combination Products Analyst,Cork,CareerWise Recruitment,,
NPD Lead,Tipperary,CareerWise Recruitment,,5/4/2021
Welder,Tipperary,CareerWise Recruitment,,1/3/2021
ACCOUNTS PAYABLE ADMINISTRATOR,Limerick,CareerWise Recruitment,,
Senior Data Analyst,Cork,Reperio Human Capital,"€50,000 - €60,000 a year",3/4/2021
External Manufacturing Specialist,Limerick,CareerWise Recruitment,,
Quality Assurance Engineer,Limerick,HRM Executive Recruitment,,20/3/2021
Cloud Solutions Engineer / Architect (M/F/D),Cork,McAfee,,March 2021
Supply Chain Director,Cork,Morgan McKinley,,21/4/2021
ACCOUNTS RECEIVABLE SPECIALIST,Limerick,CareerWise Recruitment,,May 2021
Strategic Sourcing Specialist,Limerick,Life Science Recruitment,,11/5/2021
Production Manager,Cork,CareerWise Recruitment,,
"Associate Director, IT",Cork,Logiskills Group,,April 2021
Senior Quality Engineer- Design Assurance,Limerick,EMEA - BD,,April 2021
IT Support Technician,Tipperary,CareerWise Recruitment,,May 2021
Sensors Research Engineer (Cork),Cork,CareerWise Recruitment,,9/3/2021
Maintenance Engineer,Cork,CareerWise Recruitment,,
Tech Transfer Engineer,Cork,Orion Group,,May 2021
Cyber Security Engineer - Application Security,Cork,Qualcomm,,May 2021
Senior Software Engineer (PoC) - Business Development,Cork,Forcepoint,,1/4/2021
Senior Research Engineer – IoT Device Power Modelling & Syst...,Cork,Tyndall National Institute,"€50,042 - €59,746 a year",13/3/2021
Software Development Engineer III - Cloud Engineering,Cork,Forcepoint,,22/5/2021
Cyber Security (Network) Support Engineer (German),Cork,Sophos,,9/5/2021
Big 4 (6) Accountant,Cork,CareerWise Recruitment,,9/3/2021
3D Manufacturing Engineer,Cork,CareerWise Recruitment,,May 2021
Senior Software Developer,Cork,CareerWise Recruitment,,9/4/2021
QC Test Engineer,Limerick,CareerWise Recruitment,,25/3/2021
Electronic Engineer,Limerick,CareerWise Recruitment,,March 2021
Project Manager,Limerick,CareerWise Recruitment,,13/3/2021
Accounting Technician / Payroll,Cork,CareerWise Recruitment,,17/3/2021
Senior Recruitment Consultant,Cork,FRS Recruitment,,6/4/2021
Quality Engineer,Limerick,HERO Recruitment,,26/4/2021
Automation Engineer,Limerick,CareerWise Recruitment,,29/4/2021
Quality Technician - Food,Tipperary,CareerWise Recruitment,,13/5/2021
Senior Scientist Chemistry,"Dungarvan, County Waterford",Eurofins Ireland BPT,,0/5/2021
Technical Writer,Limerick,CareerWise Recruitment,,May 2021
NPI Project Manager,Cork,CareerWise Recruitment,,17/3/2021
Software Automated Test Engineering,Limerick,HERO Recruitment,,March 2021
Industrial Engineer,Cork,CareerWise Recruitment,,26/4/2021
"Manager - Engineering, Advanced Operations","Carrigtwohill, County Cork",Stryker,,8/3/2021
IT QA Engineer Multi Lingual,Cork,CareerWise Recruitment,,25/5/2021
Senior Validation Engineer – (Ireland),Cork,PACIV,,15/5/2021
Temp Principal QA Validation Specialist,Limerick,Regeneron,,27/5/2021
Support Engineer (French),Limerick,AMCS Group,,
Software Test Team Lead,Limerick,HERO Recruitment,,4/4/2021
Qualified Financial Accountant,Cork,CareerWise Recruitment,,30/3/2021
Process Engineer Semiconductor,Cork,CareerWise Recruitment,,
Practice Accountant,Limerick,CareerWise Recruitment,,12/5/2021
Quality Engineer,Cork,ScientificJobs.ie,,April 2021
Cost Manager / Project Controls Engineer,Cork,Linesight,,April 2021
Temp Associate Statistician (Limerick),Limerick,CareerWise Recruitment,,April 2021
Senior Manager Document Control,Limerick,CareerWise Recruitment,,3/5/2021
Software Engineer,Limerick,CareerWise Recruitment,,April 2021
Energy Engineer,Limerick,CareerWise Recruitment,,May 2021
Senior Financial Analyst,Cork,CareerWise Recruitment,,0/4/2021
IT Applications Analyst,Limerick,CareerWise Recruitment,,27/3/2021
Senior Chemistry Technical Specialist,Cork,CareerWise Recruitment,,6/3/2021
Senior Operations Supervisor,Limerick,CareerWise Recruitment,,17/4/2021
NPI Project Engineer,Cork,CareerWise Recruitment,,28/4/2021
Clinical Operations Manager,Cork,CareerWise Recruitment,,19/5/2021
"Research Associate (RA): Danish, Finnish, Norwegian, Swedish",Limerick,Glass Lewis Europe Limited,€500 a week,March 2021
"CSV Engineer, 2+yrs exp. (12M, Limerick)",Limerick,CareerWise Recruitment,,12/3/2021
Formulations and Compliance Manager,Cork,CareerWise Recruitment,,20/5/2021
Business Development Manager,Cork,CareerWise Recruitment,,March 2021
Software Solution Designer,Limerick,Optel Group,,18/4/2021
Senior IT Recruiter Cork,Cork,HERO Recruitment,,March 2021
Quality Engineer,Cork,Berkley Recruitment Group,,13/4/2021
Environmental Engineer,Cork,Harry Walsh Associates,,3/3/2021
Assoc Dir QA Med Device,Limerick,CareerWise Recruitment,,March 2021
QA Validation Specialist,Limerick,CareerWise Recruitment,,18/3/2021
TECH TRANSFER ENGINEER,Cork,CareerWise Recruitment,,May 2021
Validation Manager,"Dungarvan, County Waterford",Eurofins Ireland BPT,,16/3/2021
Automation Engineer,Limerick,Morgan McKinley,€40 - €50 an hour,11/3/2021
Semiconductor Physics Engineer,Cork,CareerWise Recruitment,,May 2021
TPM02639 - Quality Specialist,Tipperary,Tandem Project Management Ltd.,,
Senior Technical Specialist,Cork,CareerWise Recruitment,,9/5/2021
Associate Specialist QA Validation,Limerick,CareerWise Recruitment,,March 2021
Infrastructure Automation Engineer,Limerick,CareerWise Recruitment,,26/5/2021
Analog Mixed Signal Design Engineer,Cork,CareerWise Recruitment,,0/5/2021
Native French or Native German Speaker,Cork,CareerWise Recruitment,,March 2021
Process Scientist-Manufacturing Support Process Validation (...,Limerick,Life Science Recruitment,,7/4/2021
Tech Transfer Quality Engineer,Cork,CareerWise Recruitment,,20/3/2021
Spanish Accounts Receivable Analyst,Cork,Life Science Recruitment,,15/5/2021
Demand Planning Manager,Limerick,CareerWise Recruitment,,March 2021
Trial Capabilities Associate (German),Cork,CareerWise Recruitment,,14/4/2021
Manufacturing Cost Accountant,Cork,CareerWise Recruitment,,3/4/2021
Supplier Quality Engineer,Cork,CareerWise Recruitment,,1/5/2021
HVAC Engineer,Cork,CareerWise Recruitment,,16/4/2021
Project Coordinator (LOA007179 ),Limerick,Life Science Recruitment,,6/4/2021
Localisation Account Manager,Cork,CareerWise Recruitment,,March 2021
Validation Engineer,Limerick,CareerWise Recruitment,,March 2021
Senior Operations Manager,Cork,CareerWise Recruitment,,31/3/2021
Director Facilities Maintenance,Limerick,CareerWise Recruitment,,March 2021
Senior Electronic Engineer,Limerick,CareerWise Recruitment,,5/4/2021
Test Development Engineer,Limerick,CareerWise Recruitment,,May 2021
Demand Planner,Limerick,Life Science Recruitment,,April 2021
Production Shift Manager,Tipperary,CareerWise Recruitment,,26/4/2021
Senior HR Business Partner,Cork,CareerWise Recruitment,,May 2021
Process Scientist-Manufacturing Support Process Validation (...,Limerick,ScientificJobs.ie,,9/3/2021
Associate Director QA Medical Devices,Limerick,Life Science Recruitment,,10/5/2021
Supply Chain Manager,Limerick,CareerWise Recruitment,,March 2021
Electrical Controls Design Engineer,Limerick,CareerWise Recruitment,,April 2021
Web Application Security Engineer,Limerick,PBRecruitment Ltd.,,12/5/2021
Mechanical Design Engineer,Limerick,CareerWise Recruitment,,30/4/2021
Automation Infrastructure Engineer,Limerick,CareerWise Recruitment,,
Senior Quality Engineer,Limerick,ScientificJobs.ie,,17/4/2021
Senior QA Specialist,Limerick,CareerWise Recruitment,,17/3/2021
QA Validation Technical Writer,Limerick,CareerWise Recruitment,,0/4/2021
Senior Quality Engineer Design Assurance,Limerick,HERO Recruitment,,27/5/2021
Senior Financial Accountant,Cork,CareerWise Recruitment,,April 2021
Senior Accountant,Cork,CareerWise Recruitment,,16/3/2021
Senior Project Manager,Limerick,CareerWise Recruitment,,19/3/2021
Senior Manufacturing Engineer,Cork,CareerWise Recruitment,,16/4/2021
Senior Quality Engineer,Limerick,Collins McNicholas,,21/3/2021
Project/Validation Engineer,Limerick,CareerWise Recruitment,,12/3/2021
Human Performance Manager,Limerick,CareerWise Recruitment,,2/3/2021
Senior Design Engineer,Cork,CareerWise Recruitment,,16/5/2021
QA Cleaning Validation (Clean Holds),Limerick,CareerWise Recruitment,,15/3/2021
Senior QA Supplier Specialist,Limerick,CareerWise Recruitment,,March 2021
Senior Quality Compliance Specialist,Limerick,CareerWise Recruitment,,30/4/2021
Senior Project Engineer,Limerick,CareerWise Recruitment,,April 2021
"Research Associate Full-Time - French, German, Italian, Dutc...",Limerick,Glass Lewis Europe Limited,€500 a week,5/5/2021
Senior Project Manager,Limerick,Life Science Recruitment,,May 2021
QA Validation Manager – Cleaning & SIP,Limerick,Team Horizon,,
Senior Project Lead,Cork,CareerWise Recruitment,,13/3/2021
Senior Software Engineer,Limerick,CareerWise Recruitment,,
TPM02671 - Senior Quality Engineer,Cork,Tandem Project Management Ltd.,,19/5/2021
Senior Quality Engineer - Design Assurance,Limerick,HRM Executive Recruitment,"€70,000 a year",11/5/2021
Manager Technology Transfer,Limerick,CareerWise Recruitment,,1/5/2021
TPM02614 - Senior Packaging Engineer,Cork,Tandem Project Management Ltd.,,11/5/2021
Systems Engineer,Limerick,HERO Recruitment,,
QA Validation Manager (Cleaning & SIP),Limerick,CareerWise Recruitment,,March 2021
Sr QA Validation Specialist,Limerick,CareerWise Recruitment,,9/3/2021
QA Cleaning Validation Consultant,Limerick,CareerWise Recruitment,,29/4/2021
Business Analyst / Project Manager,Tipperary,CareerWise Recruitment,,0/4/2021
Quality Engineer,Cork,Life Science Recruitment,,27/5/2021
Principal QA Validation Specialist (12M),Limerick,CareerWise Recruitment,,
Senior Process Engineer,Cork,CareerWise Recruitment,,April 2021
Software Engineer - Cloud,Limerick,AxiomSL,"€60,000 - €70,000 a year",26/4/2021
Validation Manager,Limerick,CareerWise Recruitment,,16/3/2021
Senior Quality Engineer,Limerick,Life Science Recruitment,,3/3/2021
Quality Engineer Validation,Cork,Life Science Recruitment,,April 2021
Senior Validation Engineer,Limerick,CareerWise Recruitment,,April 2021
Senior Software Engineer – Embedded Software,Limerick,HERO Recruitment,,28/5/2021
QA Validation Manager,Limerick,ScientificJobs.ie,,March 2021
Lead Senior Software Engineer (Instruments),Limerick,CareerWise Recruitment,,14/4/2021
Senior Validation Engineer,Cork,ScientificJobs.ie,,May 2021
Senior Quality Engineer - Med Device,Limerick,Life Science Recruitment,,20/5/2021
QA Validation Manager,Limerick,Life Science Recruitment,,27/4/2021
Senior Fullstack Java Developer - CORK,Cork,Client Solutions,"€45,000 - €60,000 a year",19/5/2021
Senior Validation Engineer,Cork,Life Science Recruitment,,April 2021
Senior Computer Systems Validation Engineer,"Kinsale, County Cork",Zenith Technologies,,24/3/2021
Validation Engineer,Limerick,Life Science Recruitment,,29/4/2021
Senior Electrical Design Engineer,Cork,Life Science Recruitment,,5/4/2021
Clinical Trial Associate German Speaking (based in Ireland),Cork,Life Science Recruitment,,April 2021
Research Officer - Robotics Engineering - VisioBot Project,County Cork,Teagasc,"€33,971 - €66,118 a year",
Post Doctoral Research Fellow Level 1 (PD1) - Food Science/E...,County Cork,Teagasc,"€36,302 - €40,221 a year",0/4/2021
Contract Database Technician – SMARTCOW Project,County Cork,Teagasc,"€29,584 - €39,830 a year",
